submission_id,company_name,country,reporting_currency,fx_rate_to_usd,sector,reporting_year,year_founded,years_operating,audit_status,submission_status,pipeline_status,investment_flag,deferred_reason,submission_anomaly,anomaly_reason,pipeline_note,ebitda_recon_flag,ebitda_variance_pct,completeness_score,doc_income_statement,doc_balance_sheet,doc_prior_year,doc_registration,revenue_local,ebitda_local,total_debt_local,total_equity_local,revenue_usd_millions,ebitda_margin_pct,revenue_growth_pct,debt_to_equity,rev_score,ebitda_score,growth_score,d2e_score
AF073,Onyx Energy Africa,Ghana,GHS,12,Healthcare,2020,2009,11,Unaudited,Incomplete,Validated,Decline,,False,,,False,,49.8,financial_statements_2020.pdf,audited_financials_2020.pdf,annual_report_2019.pdf,certificate_of_incorporation.pdf,10356000,,,7683043,0.863,,-6.1,,decline,,decline,
AF074,Palm Capital Group,Egypt,EGP,31,Energy,2020,2015,5,Management Accounts,Incomplete,Validated,Decline,,False,,,False,,28.0,financial_statements_2020.pdf,audited_accounts_2020.pdf,audited_accounts_2019.pdf,certificate_of_incorporation.pdf,42811000,,,14801621,1.381,,-5.2,,review,,decline,
AF075,Quantum Fintech,Senegal,XOF,600,Energy,2019,2019,0,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2019. 0 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,audited_accounts_2019.pdf,financial_statements_2019.pdf,annual_report_2018.pdf,certificate_of_incorporation.pdf,435000000,19868052.0,148714062.0,131605365,,,,,,,,
AF076,Rift Energy Solutions,Ethiopia,ETB,57,Agribusiness,2020,2006,14,Management Accounts,Partial,Validated,Decline,,False,,,False,0.0,69.1,financial_statements_2020.pdf,annual_report_2020.pdf,audited_accounts_2019.pdf,company_registration.pdf,46683000,3143147.0,,22123289,0.819,6.73,8.7,,decline,review,review,
AF077,Serval Logistics,Uganda,UGX,3750,Energy,2019,2006,13,Audited,Validated,Validated,Decline,,False,,EBITDA reconciliation variance: 10.92% — submitted figure does not match derived (gross profit − operating expenses). Flagged for reviewer check.,True,10.92,98.2,audited_financials_2019.pdf,annual_report_2019.pdf,financial_statements_2018.pdf,cac_certificate.pdf,993750000,-334626361.0,4701217916.0,775778534,0.265,-30.36,-1.6,6.06,decline,decline,decline,decline
AF078,Tamu Healthcare,Ethiopia,ETB,57,Manufacturing,2021,2007,14,Audited,Partial,Validated,Decline,,False,,,False,,74.5,audited_financials_2021.pdf,audited_accounts_2021.pdf,audited_accounts_2020.pdf,cac_certificate.pdf,28671000,,23350917.0,17690089,0.503,,37.2,1.32,decline,,advance,advance
AF079,Union Capital Africa,Tanzania,TZS,2500,Agribusiness,2019,2019,0,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2019. 0 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,audited_financials_2019.pdf,annual_report_2019.pdf,annual_report_2018.pdf,company_registration.pdf,737500000,43657873.0,602985572.0,482388458,,,,,,,,
AF080,Valley Agri Co,Rwanda,RWF,1200,Fintech,2020,2010,10,Audited,Validated,Validated,Decline,,False,,,False,0.0,85.3,audited_financials_2020.pdf,annual_report_2020.pdf,financial_statements_2019.pdf,company_registration.pdf,973200000,77844865.0,852600824.0,660930871,0.811,8.0,9.1,1.29,decline,review,review,advance
AF081,Westgate Fintech,Ghana,GHS,12,Energy,2020,2016,4,Audited,Validated,Validated,Decline,,False,,,False,0.0,95.2,financial_statements_2020.pdf,audited_financials_2020.pdf,annual_report_2019.pdf,certificate_of_incorporation.pdf,77196000,8681567.0,80150567.0,31680066,6.433,11.25,-0.7,2.53,advance,review,decline,review
AF082,Xanadu Manufacturing,Ghana,GHS,12,Fintech,2020,2020,0,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2020. 0 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,financial_statements_2020.pdf,annual_report_2020.pdf,annual_report_2019.pdf,business_registration.pdf,22716000,-1901631.0,21409073.0,17990818,,,,,,,,
AF083,Yola Energy Partners,Nigeria,NGN,1550,Agribusiness,2020,2017,3,Audited,Partial,Validated,Decline,,False,,,False,,74.3,financial_statements_2020.pdf,annual_report_2020.pdf,financial_statements_2019.pdf,company_registration.pdf,7464800000,,14416316365.0,5481489112,4.816,,-4.4,2.63,advance,,decline,review
AF084,Zenith Logistics Africa,Tanzania,TZS,2500,Energy,2019,2007,12,Audited,Validated,Validated,Decline,,False,,EBITDA reconciliation variance: 9.49% — submitted figure does not match derived (gross profit − operating expenses). Flagged for reviewer check.,True,9.49,92.4,audited_accounts_2019.pdf,audited_financials_2019.pdf,financial_statements_2018.pdf,cac_certificate.pdf,2480000000,-89669418.0,2772347103.0,1277579310,0.992,-3.3,67.8,2.17,decline,decline,advance,review
AF085,Afri Capital Holdings,Ethiopia,ETB,57,Agribusiness,2021,2014,7,Management Accounts,Partial,Validated,Decline,,False,,,False,,56.0,audited_financials_2021.pdf,audited_accounts_2021.pdf,financial_statements_2020.pdf,certificate_of_incorporation.pdf,89889000,,87936791.0,65624471,1.577,,13.9,1.34,advance,,advance,advance
AF086,Bright Future Agri,Senegal,XOF,600,Fintech,2019,2007,12,Audited,Validated,Validated,Decline,,False,,,False,0.0,89.8,audited_financials_2019.pdf,audited_accounts_2019.pdf,annual_report_2018.pdf,company_registration.pdf,774600000,-20401353.0,651022862.0,551714290,1.291,-2.63,10.7,1.18,review,decline,advance,advance
AF087,Crown Energy Nigeria,Egypt,EGP,31,Manufacturing,2020,2008,12,Management Accounts,Partial,Deferred,Deferred,financial_history,False,,Insufficient financial history. A minimum of two consecutive years of audited accounts is required to assess year-on-year growth. Only one year of accounts (2020) was provided. Resubmit when your accounts reflect at least two full financial years.,False,,72.7,financial_statements_2020.pdf,audited_financials_2020.pdf,annual_report_2019.pdf,certificate_of_incorporation.pdf,17887000,-2671117.0,15568516.0,5830905,,,,,,,,
AF088,Delta Fintech Hub,South Africa,ZAR,19,Manufacturing,2021,2015,6,Audited,Partial,Deferred,Deferred,financial_history,False,,Insufficient financial history. A minimum of two consecutive years of audited accounts is required to assess year-on-year growth. Only one year of accounts (2021) was provided. Resubmit when your accounts reflect at least two full financial years.,False,,69.8,annual_report_2021.pdf,audited_financials_2021.pdf,audited_accounts_2020.pdf,certificate_of_incorporation.pdf,48754000,15049195.0,13924970.0,25318128,,,,,,,,
AF089,Eagle Logistics Co,Ghana,GHS,12,Agribusiness,2021,2012,9,Audited,Validated,Validated,Decline,,False,,,False,0.0,86.2,audited_financials_2021.pdf,annual_report_2021.pdf,audited_accounts_2020.pdf,cac_certificate.pdf,9156000,-667296.0,7636190.0,5230267,0.763,-7.29,22.6,1.46,decline,decline,advance,advance
AF090,Fola Healthcare Ltd,Rwanda,RWF,1200,Retail,2021,2020,1,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2020. 1 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,audited_financials_2021.pdf,audited_accounts_2021.pdf,financial_statements_2020.pdf,cac_certificate.pdf,2310000000,-315982851.0,3696547353.0,1579721091,,,,,,,,
AF091,Grand Agri Partners,Uganda,UGX,3750,Agribusiness,2019,2018,1,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2018. 1 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,annual_report_2019.pdf,audited_financials_2019.pdf,audited_accounts_2018.pdf,cac_certificate.pdf,5542500000,-678153292.0,3766359001.0,2429909033,,,,,,,,
AF092,Harvest Energy,Ghana,GHS,12,Agribusiness,2020,2016,4,Unaudited,Incomplete,Validated,Decline,,False,,,False,,25.4,financial_statements_2020.pdf,audited_financials_2020.pdf,annual_report_2019.pdf,certificate_of_incorporation.pdf,7416000,,,3105611,0.618,,-6.5,,decline,,decline,
AF093,Inno Tech Africa,Rwanda,RWF,1200,Healthcare,2019,2017,2,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2017. 2 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,annual_report_2019.pdf,financial_statements_2019.pdf,financial_statements_2018.pdf,business_registration.pdf,939600000,81749228.0,1177201174.0,403151087,,,,,,,,
AF094,Jungle Capital Group,Ethiopia,ETB,57,Healthcare,2021,2011,10,Audited,Partial,Validated,Decline,,False,,,False,0.0,58.6,audited_financials_2021.pdf,financial_statements_2021.pdf,financial_statements_2020.pdf,certificate_of_incorporation.pdf,23199000,-7516304.0,,12165295,0.407,-32.4,-19.0,,decline,decline,decline,
AF095,Kente Manufacturing,Nigeria,NGN,1550,Fintech,2020,2013,7,Audited,Partial,Validated,Decline,,False,,,False,,55.9,audited_accounts_2020.pdf,audited_financials_2020.pdf,financial_statements_2019.pdf,cac_certificate.pdf,1080350000,,1582763975.0,625598409,0.697,,52.0,2.53,decline,,advance,review
AF096,Lagos Fintech Corp,Ethiopia,ETB,57,Logistics,2020,2015,5,Management Accounts,Incomplete,Validated,Decline,,False,,,False,,20.1,annual_report_2020.pdf,financial_statements_2020.pdf,financial_statements_2019.pdf,cac_certificate.pdf,54891000,,,43545857,0.963,,10.5,,decline,,advance,
AF097,Moja Healthcare,Senegal,XOF,600,Agribusiness,2019,2009,10,Audited,Validated,Validated,Decline,,False,,,False,0.0,95.1,annual_report_2019.pdf,audited_financials_2019.pdf,financial_statements_2018.pdf,cac_certificate.pdf,308400000,-15894925.0,792656190.0,201181774,0.514,-5.15,-12.7,3.94,decline,decline,decline,decline
AF098,Nova Agri Solutions,Nigeria,NGN,1550,Retail,2019,2015,4,Management Accounts,Partial,Validated,Decline,,False,,,False,0.0,57.8,annual_report_2019.pdf,audited_financials_2019.pdf,annual_report_2018.pdf,cac_certificate.pdf,4787950000,1307626272.0,,3506236938,3.089,27.31,19.8,,advance,advance,advance,
AF099,Open Energy Africa,Nigeria,NGN,1550,Fintech,2021,2021,0,Audited,Deferred,Deferred,Deferred,operating_history,False,,Company incorporated in 2021. 0 year(s) of operating history — minimum 3 required. Resubmit when eligible.,False,,,audited_financials_2021.pdf,annual_report_2021.pdf,financial_statements_2020.pdf,certificate_of_incorporation.pdf,469650000,-48139050.0,695154656.0,236447162,,,,,,,,
AF100,Peak Logistics,Senegal,XOF,600,Healthcare,2019,2015,4,Management Accounts,Partial,Validated,Decline,,False,,,False,,58.0,financial_statements_2019.pdf,audited_financials_2019.pdf,annual_report_2018.pdf,certificate_of_incorporation.pdf,562800000,,804300280.0,291413145,0.938,,-2.9,2.76,decline,,decline,review
